City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Gizo,SB,2021-10-22 05:04:14,-8.103,156.8419,79.02,85,98,7.72
294,Yamada,JP,2021-10-22 05:04:14,39.4667,141.95,54.86,54,47,6.67
295,Sidi Ali,DZ,2021-10-22 05:04:14,36.0998,0.4206,62.96,74,7,2.75
296,Nemuro,JP,2021-10-22 05:04:15,43.3236,145.575,48.85,72,94,6.4
297,Tari,NG,2021-10-22 05:04:15,12.4086,4.4914,79.52,62,8,6.42
298,Balkhash,KZ,2021-10-22 05:04:15,46.844,74.9804,34.41,86,20,15.66
299,Piacabucu,BR,2021-10-22 05:04:16,-10.4056,-36.4344,76.15,91,17,8.41
300,Eskil,TR,2021-10-22 05:04:16,38.4017,33.4131,49.24,38,0,5.19
301,Hoquiam,US,2021-10-22 05:04:16,46.9809,-123.8893,55.53,66,90,8.05
302,Hay River,CA,2021-10-22 05:04:17,60.8156,-115.7999,38.95,76,0,9.42
303,Quelimane,MZ,2021-10-22 05:04:17,-17.8786,36.8883,75.85,61,60,4.76
304,Nadym,RU,2021-10-22 05:04:17,65.5333,72.5167,29.75,77,77,7.09
305,Dogondoutchi,NE,2021-10-22 05:04:18,13.6393,4.0287,83.91,49,68,6.67
306,Presidencia Roque Saenz Pena,AR,2021-10-22 05:03:46,-26.7852,-60.4388,62.69,46,0,7.18
307,Utinga,BR,2021-10-22 05:04:18,-5.8172,-35.3954,77.85,88,40,2.3
308,Santa Maria,BR,2021-10-22 05:04:19,-29.6842,-53.8069,54.03,95,2,3.85
309,Wajir,KE,2021-10-22 05:02:18,1.7471,40.0573,79.56,58,65,13.65
310,Hamilton,US,2021-10-22 05:04:19,39.1834,-84.5333,52.41,84,1,1.99
311,Wanning,CN,2021-10-22 05:04:20,18.8003,110.3967,76.75,88,94,13.18
312,Taltal,CL,2021-10-22 05:00:32,-25.4,-70.4833,57.36,77,18,1.74
313,Axams,AT,2021-10-22 05:04:20,47.2081,11.2869,38.37,93,75,3.44
314,Young,UY,2021-10-22 05:04:21,-32.6833,-57.6333,55.92,78,2,8.16
315,Hammerfest,NO,2021-10-22 05:04:21,70.6634,23.6821,32.45,69,20,20.71
316,Peniche,PT,2021-10-22 05:03:20,39.3558,-9.3811,60.62,84,0,21.61
317,Wanaka,NZ,2021-10-22 05:04:22,-44.7,169.15,65.12,51,43,2.17
318,Minot,US,2021-10-22 05:04:22,48.2325,-101.2963,40.19,75,75,4.61
319,San Felipe,VE,2021-10-22 05:04:22,10.3399,-68.7425,70.9,98,33,0.47
320,Husavik,IS,2021-10-22 05:01:07,66.0449,-17.3389,26.89,80,96,13.78
321,Aksehir,TR,2021-10-22 05:04:23,38.3575,31.4164,51.22,55,0,3.13
322,Sorong,ID,2021-10-22 05:04:23,-0.8833,131.25,80.31,80,99,9.06
323,Barmer,IN,2021-10-22 05:04:24,25.75,71.3833,80.55,45,0,17.94
324,Namibe,AO,2021-10-22 05:04:24,-15.1961,12.1522,64.94,64,51,5.28
325,Naze,JP,2021-10-22 05:04:25,28.3667,129.4833,66.92,63,100,19.86
326,Farafangana,MG,2021-10-22 05:02:14,-22.8167,47.8333,70.3,82,100,7.58
327,Saint-Philippe,RE,2021-10-22 04:59:43,-21.3585,55.7679,81.48,71,6,5.23
328,Rielasingen-Worblingen,DE,2021-10-22 05:04:25,47.7347,8.8401,52.36,85,94,1.79
329,Tura,IN,2021-10-22 05:00:28,25.5198,90.2201,78.49,50,4,3.24
330,Fort Nelson,CA,2021-10-22 05:04:23,58.8053,-122.7002,24.39,100,40,2.3
331,Lasa,IT,2021-10-22 05:04:26,46.6166,10.7002,46.62,89,12,3.29
332,Qaqortoq,GL,2021-10-22 05:04:26,60.7167,-46.0333,30.7,55,100,7.29
333,Liancheng,CN,2021-10-22 05:04:27,24.0519,105.075,47.37,90,100,5.66
334,Katsuura,JP,2021-10-22 04:59:35,35.1333,140.3,55.11,91,100,13.67
335,San Patricio,US,2021-10-22 05:02:11,28.017,-97.5169,77.85,75,20,5.14
336,Marienburg,PL,2021-10-22 05:04:27,54.0359,19.0266,46.06,69,78,20.6
337,Popondetta,PG,2021-10-22 05:04:27,-8.7537,148.2534,88.36,54,34,6.71
338,Anda,CN,2021-10-22 05:04:28,46.4,125.3167,50.81,38,0,12.5
339,Kralendijk,BQ,2021-10-22 05:04:28,12.15,-68.2667,82.38,78,75,13.8
340,Nuevo Casas Grandes,MX,2021-10-22 05:04:29,30.4167,-107.9167,65.12,33,15,2.26
341,Nenjiang,CN,2021-10-22 05:04:29,49.1833,125.2167,50.77,39,3,9.75
342,Sibu,MY,2021-10-22 05:04:29,2.3,111.8167,76.57,92,100,3.33
343,Saskylakh,RU,2021-10-22 05:02:13,71.9167,114.0833,-2.25,100,96,2.84
344,Anchorage,US,2021-10-22 05:04:30,61.2181,-149.9003,38.28,92,90,4.0
345,Mitsamiouli,KM,2021-10-22 05:04:30,-11.3847,43.2844,78.48,74,15,5.86
346,College,US,2021-10-22 05:00:44,64.8569,-147.8028,30.9,85,37,1.01
347,Sao Filipe,CV,2021-10-22 05:02:41,14.8961,-24.4956,79.7,69,0,2.46
348,Wagar,SD,2021-10-22 05:01:12,16.1525,36.2032,81.48,50,53,9.93
349,Atlantic City,US,2021-10-22 05:00:10,39.3643,-74.4229,69.03,72,2,18.45
350,Gravdal,NO,2021-10-22 05:03:10,68.1214,13.5031,33.48,93,75,12.66
351,Janakpur,NP,2021-10-22 05:04:31,26.7183,85.9065,80.94,67,2,2.48
352,Bengkulu,ID,2021-10-22 05:04:31,-3.8004,102.2655,82.35,73,100,5.14
353,Noumea,NC,2021-10-22 05:00:13,-22.2763,166.4572,80.58,78,52,9.01
354,Kotelnikovo,RU,2021-10-22 05:04:32,47.6317,43.1461,47.08,73,60,12.39
355,Jenjarom,MY,2021-10-22 05:04:33,2.8766,101.4988,89.71,57,96,5.03
356,Mbanza-Ngungu,CD,2021-10-22 05:04:34,-5.25,14.8667,69.37,93,100,4.45
357,San Ramon,US,2021-10-22 05:04:34,37.7799,-121.978,65.26,88,1,1.99
358,Mercedes,AR,2021-10-22 05:04:34,-34.6515,-59.4307,67.86,68,17,12.03
359,Kingman,US,2021-10-22 05:04:35,35.1894,-114.053,65.19,31,1,5.99
360,Heyang,CN,2021-10-22 05:04:35,26.1011,107.473,44.08,89,100,6.69
361,Rawson,AR,2021-10-22 05:04:35,-43.3002,-65.1023,50.43,59,86,6.31
362,Oparino,RU,2021-10-22 05:04:36,59.8518,48.2783,45.81,98,100,10.98
363,Cardston,CA,2021-10-22 05:00:14,49.2,-113.3019,44.44,63,84,6.29
364,Ulaangom,MN,2021-10-22 05:01:10,49.9811,92.0667,42.87,41,12,3.29
365,Kirkkonummi,FI,2021-10-22 05:04:36,60.1238,24.4385,44.06,98,100,29.06
366,Yuanping,CN,2021-10-22 05:04:37,38.7153,112.7575,52.97,27,3,2.42
367,Chicama,PE,2021-10-22 05:04:37,-7.8447,-79.1469,64.56,86,100,6.31
368,Natori,JP,2021-10-22 05:04:38,38.1691,140.8823,60.62,59,41,5.55
369,Naantali,FI,2021-10-22 05:04:38,60.4674,22.0243,43.86,93,90,19.57
370,Hirara,JP,2021-10-22 05:04:38,24.8,125.2833,74.19,76,100,31.76
371,Pobe,BJ,2021-10-22 05:04:39,6.9801,2.6649,72.36,95,99,2.44
372,Srikakulam,IN,2021-10-22 05:04:39,18.3,83.9,85.62,68,98,4.27
373,Bluefields,NI,2021-10-22 05:00:35,12.0137,-83.7635,77.27,89,97,2.21
374,Inhambane,MZ,2021-10-22 05:03:10,-23.865,35.3833,73.62,62,80,10.94
375,Kodinsk,RU,2021-10-22 05:04:39,58.6881,99.1844,47.39,52,63,5.46
376,Manzanillo,CU,2021-10-22 05:04:40,20.3433,-77.1167,74.88,91,79,2.8
377,Sitka,US,2021-10-22 04:59:47,57.0531,-135.33,45.77,90,100,8.75
378,Hays,US,2021-10-22 05:00:58,30.0502,-98.0336,71.8,93,26,1.7
379,Dauphin,CA,2021-10-22 05:00:52,51.1494,-100.0502,30.7,78,40,1.3
380,Lebu,CL,2021-10-22 05:01:14,-37.6167,-73.65,47.48,80,0,12.3
381,Vestmannaeyjar,IS,2021-10-22 05:04:32,63.4427,-20.2734,42.85,72,98,19.73
382,Saint Thomas Mount,IN,2021-10-22 05:04:41,12.9964,80.2031,89.58,70,40,3.44
383,Maldonado,UY,2021-10-22 05:02:15,-34.6667,-54.9167,59.23,92,1,7.36
384,Belmonte,BR,2021-10-22 05:04:41,-15.8631,-38.8828,72.1,93,100,10.85
385,Namatanai,PG,2021-10-22 05:01:11,-3.6667,152.4333,82.08,75,98,9.86
386,Ahipara,NZ,2021-10-22 05:01:14,-35.1667,173.1667,60.85,93,100,14.25
387,Manggar,ID,2021-10-22 05:04:42,-2.8833,108.2667,85.35,63,100,6.58
388,Gotsu,JP,2021-10-22 05:04:42,35.0,132.2167,61.07,62,68,7.02
389,Banda Aceh,ID,2021-10-22 05:04:43,5.5577,95.3222,81.34,74,100,1.92
390,Neman,RU,2021-10-22 05:04:43,55.0311,22.0264,44.74,69,58,22.7
391,Plettenberg Bay,ZA,2021-10-22 05:04:43,-34.0527,23.3716,62.82,93,100,10.65
392,Boyabat,TR,2021-10-22 05:04:44,41.4689,34.7667,42.8,51,16,1.66
393,Edson,CA,2021-10-22 05:00:12,53.5835,-116.4356,39.97,71,60,8.34
394,Xai-Xai,MZ,2021-10-22 05:04:44,-25.0519,33.6442,71.29,67,100,12.8
395,Pemba,MZ,2021-10-22 05:04:45,-12.974,40.5178,74.12,72,20,8.97
396,Itambe,BR,2021-10-22 05:04:45,-15.245,-40.6244,69.39,93,100,1.52
397,Palaikastron,GR,2021-10-22 05:04:45,35.2,26.25,59.76,68,0,4.9
398,Borogontsy,RU,2021-10-22 05:04:46,62.6683,131.1683,28.02,88,90,10.74
399,Mangrol,IN,2021-10-22 05:04:46,21.1167,70.1167,80.83,57,4,4.54
400,Irtyshskiy,RU,2021-10-22 05:04:46,58.3333,68.1333,32.95,72,84,11.5
401,Khorinsk,RU,2021-10-22 05:04:47,52.1657,109.7726,45.5,42,1,3.27
402,Chama,CH,2021-10-22 05:04:47,47.1821,8.4636,52.29,82,75,0.0
403,Burns Lake,CA,2021-10-22 05:00:11,54.2331,-125.7533,44.38,73,100,7.96
404,Wajima,JP,2021-10-22 05:04:47,37.4,136.9,58.73,54,97,16.13
405,Lethem,GY,2021-10-22 05:04:48,3.3803,-59.7968,74.93,89,90,1.9
406,Palu,ID,2021-10-22 05:04:48,-0.8917,119.8707,85.28,78,100,3.91
407,Sola,VU,2021-10-22 05:04:48,-13.8833,167.55,81.73,68,65,2.62
408,Cockburn Town,TC,2021-10-22 05:04:49,21.4612,-71.1419,83.12,78,9,18.61
409,Okhotsk,RU,2021-10-22 05:03:05,59.3833,143.3,20.17,65,97,3.2
410,San Luis,AR,2021-10-22 05:03:35,-33.295,-66.3356,63.61,50,16,8.75
411,Aykhal,RU,2021-10-22 05:04:49,66.0,111.5,28.94,97,100,4.27
412,Roald,NO,2021-10-22 05:04:50,62.5833,6.1333,44.91,87,75,20.71
413,Tilichiki,RU,2021-10-22 05:04:51,60.4667,166.1,9.21,86,13,5.08
414,Samarai,PG,2021-10-22 05:01:14,-10.6167,150.6667,83.25,68,31,11.77
415,Heze,CN,2021-10-22 05:04:01,35.2431,115.4411,63.77,41,68,5.84
416,Liverpool,GB,2021-10-22 05:04:51,53.4106,-2.9779,51.66,83,40,7.0
417,Kimbe,PG,2021-10-22 05:04:52,-5.5502,150.1429,83.5,78,98,3.98
418,Sao Felix Do Xingu,BR,2021-10-22 05:00:30,-6.6447,-51.995,73.06,98,99,0.78
419,Rapid Valley,US,2021-10-22 05:04:52,44.0625,-103.1463,53.2,80,75,1.01
420,Hambantota,LK,2021-10-22 05:04:52,6.1241,81.1185,86.34,79,40,8.05
421,Kaseda,JP,2021-10-22 05:04:53,31.4167,130.3167,68.41,55,65,23.91
422,Tessalit,ML,2021-10-22 05:04:53,20.1986,1.0114,74.73,21,0,6.98
423,Shache,CN,2021-10-22 05:04:52,38.4167,77.2406,59.02,21,100,11.63
424,Lyuban,BY,2021-10-22 05:04:54,52.7985,28.0048,50.92,63,40,22.57
425,Tautira,PF,2021-10-22 05:04:54,-17.7333,-149.15,80.01,80,4,12.17
426,Lamar,US,2021-10-22 05:04:54,33.6668,-95.5836,61.52,74,1,6.91
427,Tshikapa,CD,2021-10-22 05:00:28,-6.4167,20.8,70.27,99,100,1.59
428,Son La,VN,2021-10-22 05:04:55,21.3167,103.9,63.88,89,100,3.24
429,Vanimo,PG,2021-10-22 05:03:23,-2.6741,141.3028,83.57,75,80,6.22
430,Cap Malheureux,MU,2021-10-22 05:01:51,-19.9842,57.6142,78.48,69,39,8.99
431,Waynesboro,US,2021-10-22 05:01:20,38.0685,-78.8895,65.01,85,75,0.0
432,Kenai,US,2021-10-22 05:04:55,60.5544,-151.2583,41.14,95,75,9.22
433,Longyearbyen,SJ,2021-10-22 05:00:47,78.2186,15.6401,17.44,93,75,6.91
434,Mareeba,AU,2021-10-22 05:04:56,-17.0,145.4333,82.44,67,27,11.34
435,Beira,MZ,2021-10-22 05:03:55,-19.8436,34.8389,72.18,70,36,6.67
436,Sinop,TR,2021-10-22 05:04:56,41.7711,34.8709,39.63,39,5,9.42
437,Xalpatlahuac,MX,2021-10-22 05:04:57,17.4667,-98.6167,62.11,90,100,0.38
438,Cabedelo,BR,2021-10-22 05:00:59,-6.9811,-34.8339,77.63,81,49,6.6
439,Hobyo,SO,2021-10-22 05:04:57,5.3505,48.5268,80.33,72,42,7.25
440,Shimoda,JP,2021-10-22 05:04:57,34.6667,138.95,55.76,88,100,18.54
441,Vuktyl,RU,2021-10-22 05:01:53,63.8567,57.3094,31.12,93,100,9.6
442,Novopokrovka,UA,2021-10-22 05:04:58,49.8425,36.5477,53.98,89,86,14.58
443,Pacifica,US,2021-10-22 05:01:55,37.6138,-122.4869,66.42,88,75,4.0
444,Weligama,LK,2021-10-22 05:03:02,5.9667,80.4167,83.55,74,53,8.34
445,Beidao,CN,2021-10-22 05:04:58,34.5686,105.8933,56.21,60,100,9.66
446,Chebsara,RU,2021-10-22 05:04:59,59.2002,38.8356,51.13,84,96,16.73
447,Opuwo,NA,2021-10-22 05:04:59,-18.0607,13.84,61.32,29,76,2.55
448,Luanda,AO,2021-10-22 05:01:07,-8.8368,13.2343,75.47,82,89,5.86
449,Horsham,GB,2021-10-22 05:04:59,51.064,-0.3272,46.49,88,0,12.66
450,Maturin,VE,2021-10-22 05:05:00,9.75,-63.1767,72.73,97,86,4.14
451,Msanga,TZ,2021-10-22 05:05:00,-6.05,36.0333,70.03,65,58,7.67
452,Guerrero Negro,MX,2021-10-22 05:05:01,27.9769,-114.0611,67.19,81,0,10.56
453,Half Moon Bay,US,2021-10-22 05:05:01,37.4636,-122.4286,66.61,86,90,10.36
454,Port Blair,IN,2021-10-22 05:05:02,11.6667,92.75,87.84,84,40,3.44
455,Traralgon,AU,2021-10-22 05:05:03,-38.1833,146.5333,76.41,81,59,4.27
456,Gasa,PS,2021-10-22 05:05:03,31.5,34.4667,68.18,62,22,5.19
457,Dakar,SN,2021-10-22 05:02:23,14.6937,-17.4441,79.68,70,38,4.99
458,Boundiali,CI,2021-10-22 05:05:04,9.5217,-6.4869,70.99,94,69,2.66
459,Roma,US,2021-10-22 05:05:05,43.2128,-75.4557,60.12,93,90,5.75
460,Sungairaya,ID,2021-10-22 05:05:06,0.7,108.9,75.9,92,98,10.96
461,Kathu,TH,2021-10-22 05:01:49,7.9178,98.3332,85.69,88,89,4.27
462,Coquimbo,CL,2021-10-22 05:02:28,-29.9533,-71.3436,54.66,85,8,2.48
463,Dubbo,AU,2021-10-22 05:00:50,-32.25,148.6167,78.93,36,3,5.75
464,Lyngseidet,NO,2021-10-22 05:05:07,69.5763,20.2189,35.69,84,100,10.74
465,Ouesso,CG,2021-10-22 05:05:07,1.6136,16.0517,69.71,100,98,1.43
466,Kovur,IN,2021-10-22 05:05:07,14.4833,79.9833,90.43,52,42,7.07
467,Ola,RU,2021-10-22 05:02:40,59.5833,151.2833,21.2,33,1,0.6
468,Faya,SA,2021-10-22 05:05:08,18.3851,42.4509,64.92,27,80,9.42
469,Homer,US,2021-10-22 05:05:08,59.6425,-151.5483,40.8,87,75,0.0
470,Nabire,ID,2021-10-22 05:05:08,-3.3667,135.4833,77.34,89,100,2.24
471,Saint-Georges,GD,2021-10-22 05:05:09,12.0564,-61.7485,81.46,75,72,17.45
472,Caconda,AO,2021-10-22 05:05:09,-13.7333,15.0667,61.75,78,95,4.18
473,Krasnoarmeysk,RU,2021-10-22 05:05:09,51.0239,45.6969,48.15,69,100,20.85
474,Grand-Santi,GF,2021-10-22 05:05:10,4.25,-54.3833,71.91,99,99,1.52
475,Nichinan,JP,2021-10-22 05:05:10,31.6,131.3667,70.05,49,25,4.52
476,Naya Bazar,IN,2021-10-22 05:05:11,27.1333,88.2667,71.08,95,100,2.57
477,Miyang,CN,2021-10-22 05:05:11,24.4042,103.4428,50.05,93,100,3.89
478,Goderich,CA,2021-10-22 05:01:39,43.7501,-81.7165,49.91,77,100,19.26
479,Eyl,SO,2021-10-22 05:01:11,7.9803,49.8164,80.51,71,33,5.26
480,Pemangkat,ID,2021-10-22 05:04:38,1.1667,108.9667,74.91,94,100,10.47
481,Sobolevo,RU,2021-10-22 05:05:12,54.4299,31.8996,48.34,74,51,20.13
482,Jumla,NP,2021-10-22 05:03:04,29.2747,82.1838,66.16,47,0,5.23
483,Forbes,AU,2021-10-22 05:05:12,-33.3833,148.0167,81.91,24,3,1.14
484,Terrace Bay,CA,2021-10-22 05:00:37,48.7834,-87.1,34.05,81,26,9.48
485,Bemidji,US,2021-10-22 05:04:58,47.4736,-94.8803,29.25,88,1,0.0
486,Kapit,MY,2021-10-22 05:05:13,2.0167,112.9333,81.36,78,100,3.89
487,Acajutla,SV,2021-10-22 05:05:13,13.5928,-89.8275,78.31,85,85,2.8
488,Morro Bay,US,2021-10-22 05:05:13,35.3658,-120.8499,63.75,93,100,3.04
489,Baghdad,IQ,2021-10-22 05:05:14,33.3406,44.4009,69.71,28,0,10.36
490,Takoradi,GH,2021-10-22 05:05:14,4.8845,-1.7554,76.73,89,100,5.14
491,Aasiaat,GL,2021-10-22 05:02:33,68.7098,-52.8699,18.54,95,100,7.81
492,Port Pirie,AU,2021-10-22 05:05:15,-33.1833,138.0167,69.89,42,39,12.35
493,Ostrovnoy,RU,2021-10-22 05:02:41,68.0531,39.5131,35.22,81,100,20.85
494,Roblin,CA,2021-10-22 05:05:15,51.23,-101.3565,29.41,71,92,7.81
495,Lensk,RU,2021-10-22 05:05:16,60.7253,114.9278,40.33,83,77,11.56
496,Uusikaupunki,FI,2021-10-22 05:05:16,60.8004,21.4084,41.52,84,100,28.59
497,Port Hardy,CA,2021-10-22 05:01:22,50.6996,-127.4199,51.98,87,75,12.66
498,Winnemucca,US,2021-10-22 05:05:16,40.973,-117.7357,60.12,51,1,6.91
499,Hanzhong,CN,2021-10-22 05:05:17,33.0728,107.0303,60.6,61,100,4.54
500,Jaru,BR,2021-10-22 05:05:17,-10.4389,-62.4664,73.9,95,96,1.01
501,Conceicao Do Araguaia,BR,2021-10-22 05:05:17,-8.2578,-49.2647,75.16,91,83,3.4
502,Elat,IL,2021-10-22 05:05:18,29.5581,34.9482,71.44,68,0,13.8
503,Bereznik,RU,2021-10-22 05:05:18,62.8551,42.7072,37.96,100,100,4.97
504,Sibolga,ID,2021-10-22 05:02:46,1.7427,98.7792,86.5,63,94,5.01
505,Grove City,US,2021-10-22 05:03:39,39.8815,-83.093,54.01,82,90,10.36
506,Kikwit,CD,2021-10-22 05:05:19,-5.041,18.8162,69.67,99,100,1.52
507,Bintulu,MY,2021-10-22 05:05:19,3.1667,113.0333,81.9,75,99,5.66
508,Malinyi,TZ,2021-10-22 05:05:19,-8.9333,36.1333,78.22,55,69,3.27
509,Manaure,CO,2021-10-22 05:05:20,11.7751,-72.4445,81.88,77,6,14.67
510,Bat Yam,IL,2021-10-22 05:05:20,32.0231,34.7503,70.65,73,0,3.44
511,Itarema,BR,2021-10-22 05:01:58,-2.9248,-39.9167,78.96,84,59,10.45
512,Breznice,CZ,2021-10-22 05:05:20,49.5576,13.9506,40.89,99,76,10.74
513,Cayenne,GF,2021-10-22 05:02:30,4.9333,-52.3333,81.09,86,20,1.99
514,Mbini,GQ,2021-10-22 05:05:21,1.574,9.6134,76.24,90,94,9.75
515,Nagod,IN,2021-10-22 05:05:21,24.5667,80.6,81.28,43,0,10.02
516,Mingaora,PK,2021-10-22 05:05:21,34.7758,72.3625,74.5,32,31,2.82
517,Arua,UG,2021-10-22 05:05:22,3.0201,30.9111,65.57,89,100,4.74
518,Tsiroanomandidy,MG,2021-10-22 05:05:22,-18.7667,46.0333,75.24,52,0,2.42
519,Isilkul,RU,2021-10-22 05:02:22,54.9109,71.2728,36.01,63,70,16.84
520,Lashio,MM,2021-10-22 05:03:07,22.9333,97.75,78.8,68,100,1.45
521,Shentala,RU,2021-10-22 05:05:23,54.45,51.4833,44.69,92,100,15.23
522,Mayo,US,2021-10-22 05:05:23,38.8876,-76.5119,70.14,69,1,4.0
523,Muswellbrook,AU,2021-10-22 05:05:24,-32.2667,150.9,79.95,36,5,4.21
524,Dicabisagan,PH,2021-10-22 05:05:24,17.0818,122.4157,86.11,63,19,8.19
525,Manta,EC,2021-10-22 05:05:24,-0.95,-80.7333,73.18,83,75,4.61
526,Kiruna,SE,2021-10-22 05:05:24,67.8557,20.2251,25.72,100,90,11.5
527,Olinda,BR,2021-10-22 05:03:15,-8.0089,-34.8553,80.33,78,40,4.61
528,Yerofey Pavlovich,RU,2021-10-22 05:05:25,53.9667,121.9667,44.28,51,64,7.18
529,Sao Jose Da Coroa Grande,BR,2021-10-22 05:05:25,-8.8978,-35.1478,76.32,88,80,6.71
530,Chincholi,IN,2021-10-22 05:05:26,17.4667,77.4333,81.63,44,10,7.9
531,Mount Gambier,AU,2021-10-22 05:01:15,-37.8333,140.7667,65.37,63,91,9.89
532,Maraba,BR,2021-10-22 05:05:26,-5.3686,-49.1178,73.58,100,90,11.5
533,Faanui,PF,2021-10-22 05:05:26,-16.4833,-151.75,79.66,73,2,7.81
534,Fulton,US,2021-10-22 05:05:27,33.7668,-84.4499,68.4,90,90,5.75
535,Chenzhou,CN,2021-10-22 05:05:27,25.8,113.0333,53.64,95,100,5.39
536,The Pas,CA,2021-10-22 05:05:28,53.8251,-101.2541,29.7,63,1,4.74
537,Gazojak,TM,2021-10-22 05:05:28,41.1875,61.4036,46.04,39,50,4.5
538,Madaoua,NE,2021-10-22 05:05:28,14.073,5.96,83.14,39,88,3.09
539,Killybegs,IE,2021-10-22 05:05:29,54.6333,-8.45,47.44,77,100,19.55
540,Kyenjojo,UG,2021-10-22 05:05:29,0.6328,30.6214,62.92,97,100,1.52
541,Bria,CF,2021-10-22 05:05:29,6.5423,21.9863,68.38,95,93,3.44
542,Nazarovo,RU,2021-10-22 05:03:05,56.0064,90.3914,50.05,44,99,10.33
543,Manyana,BW,2021-10-22 05:05:30,-23.4,21.7167,62.65,61,0,6.96
544,Arcata,US,2021-10-22 05:04:44,40.8665,-124.0828,57.74,95,90,1.01
545,Conde,BR,2021-10-22 05:05:30,-7.2597,-34.9075,76.46,94,40,3.44
546,Krupanj,RS,2021-10-22 05:05:31,44.3656,19.3619,59.04,71,100,1.32
547,Sabang,ID,2021-10-22 05:05:31,5.8933,95.3214,81.3,73,98,3.24
548,Bathurst,AU,2021-10-22 05:05:32,-33.4166,149.5806,74.97,40,2,1.99
549,Juneau,US,2021-10-22 05:05:32,58.3019,-134.4197,44.6,97,90,0.0
550,Aripuana,BR,2021-10-22 05:05:32,-9.1667,-60.6333,72.72,99,100,2.19
551,Amapa,BR,2021-10-22 05:05:33,1.0,-52.0,71.74,97,90,1.57
552,Bundaberg,AU,2021-10-22 05:05:33,-24.85,152.35,83.21,59,56,10.0
553,Taylorville,US,2021-10-22 05:05:33,39.5489,-89.2945,52.0,76,100,8.23
