City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
694,Totness,SR,5.8833,-56.3167,77.58,90,99,10.4,overcast clouds
695,Coari,BR,-4.085,-63.1414,77.4,80,56,2.35,broken clouds
696,Kismayo,SO,-0.3582,42.5454,80.96,72,10,12.15,clear sky
697,Korla,CN,41.7597,86.1469,54.9,30,34,4.65,scattered clouds
698,Iberia,US,29.9502,-91.7507,75.2,88,1,8.05,clear sky
699,Porto Santo,PT,33.072,-16.3415,70.18,60,75,10.36,broken clouds
700,Porto Novo,BJ,6.4965,2.6036,76.82,94,99,2.73,light rain
701,Kita,ML,13.0349,-9.4895,73.2,90,72,2.17,broken clouds
702,Springdale,US,36.1867,-94.1288,71.78,82,1,5.01,clear sky
703,Portoferraio,IT,42.8115,10.3146,62.11,82,0,10.36,clear sky
704,Ous,RU,60.9058,61.5186,35.15,83,96,2.68,overcast clouds
